id,label,determinative,suffix,contains_divine,is_fragmentary,syllable_count
[la-ha-ak-ir-ra,[la-ha-ak-ir-ra,,ra,False,True,5
[si-i-an]-ku-uk,[si-i-an]-ku-uk,,,False,True,5
te-ip-ti],te-ip-ti],,,False,True,3
(d)in-šu-uš-n[a-ak,(d)in-šu-uš-n[a-ak,divine,ak,True,True,5
dingir-gal],dingir-gal],,,True,True,2
hu-ut2-tak-ha]-li-[ik,hu-ut2-tak-ha]-li-[ik,,,False,True,6
du-ni-[ih,du-ni-[ih,,,False,True,3
[la-ha-ak-ir-ra],[la-ha-ak-ir-ra],,,False,True,5
[t]e-ip-ti,[t]e-ip-ti,,,False,True,3
(d)in-šu-uš-n[a-ak],(d)in-šu-uš-n[a-ak],divine,,True,True,5
[hu]-ut2-tah,[hu]-ut2-tah,,,False,True,3
in-ti-[ig]-ga,in-ti-[ig]-ga,,ga,False,True,4
hi-[en-g]a,hi-[en-g]a,,,False,True,3
[hu]-šu-ia,[hu]-šu-ia,,,False,True,3
sah]-ri,sah]-ri,,,False,True,2
[az-ki-it,[az-ki-it,,,False,True,3
in]-ti-ig-[ga],in]-ti-ig-[ga],,,False,True,4
u2-[me,u2-[me,,,False,True,2
si-it-me],si-it-me],,,False,True,3
[hi-ih,[hi-ih,,,False,True,2
ta-[ak]-me,ta-[ak]-me,,me,False,True,3
la-[ha]-ak-[ir]-ra,la-[ha]-ak-[ir]-ra,,ra,False,True,5
si-ia-an-ku-[uk],si-ia-an-ku-[uk],,,False,True,5
te-ip-[ti],te-ip-[ti],,,False,True,3
(d)in-šu-[uš]-na-ak,(d)in-šu-[uš]-na-ak,divine,ak,True,True,5
su-us-ka-ta]h,su-us-ka-ta]h,,,False,True,4
la-am]-li-[e-ma,la-am]-li-[e-ma,,,False,True,5
[ri?-im?]-mu-u[m,[ri?-im?]-mu-u[m,,,False,True,4
si-a-an-ku-uk],si-a-an-ku-uk],,,False,True,5
ha-li-[ih,ha-li-[ih,,,False,True,3
hu]-uh-tah,hu]-uh-tah,,,False,True,3
hu-uh-[tah-ša],hu-uh-[tah-ša],,,False,True,4
[u2-r]i-pu-up,[u2-r]i-pu-up,,,False,True,4
zu-u[n-ki-ip],zu-u[n-ki-ip],,,False,True,4
[…]-a,[…]-a,,,False,True,2
te-la-ak-li,te-la-ak-li,,,False,False,4
[si]-ia-an-ku-uk,[si]-ia-an-ku-uk,,,False,True,5
[u2],[u2],,,False,True,1
hu-[ut-tah],hu-[ut-tah],,,False,True,3
[a-gi],[a-gi],,,False,True,2
in-ti-ig-ga,in-ti-ig-ga,,ga,False,False,4
sa-ah-ri,sa-ah-ri,,,False,False,3
[šu]-lu-me-en-[ga],[šu]-lu-me-en-[ga],,,False,True,5
ta-ak-[me],ta-ak-[me],,,False,True,3
zu-uz-ka-tah,zu-uz-ka-tah,,,False,False,4
[ri?]-mu-um,[ri?]-mu-um,,,False,True,3
u2-ri-[pu]-up,u2-ri-[pu]-up,,,False,True,4
ki?-iz?-zu-um,ki?-iz?-zu-um,,,False,True,4
],],,,False,True,1
(d)[…,(d)[…,divine,,True,True,1
e,e,,,False,False,1
[h]a-li-ik,[h]a-li-ik,,ik,False,True,3
(d)[…],(d)[…],divine,,True,True,1
li?-ki?-ri?-en?,li?-ki?-ri?-en?,,,False,True,4
š[u-šu-un-ka,š[u-šu-un-ka,,ka,False,True,4
su-un-ki-i[k],su-un-ki-i[k],,,False,True,4
(m)un-t[aš]-dingir-gal,(m)un-t[aš]-dingir-gal,personal-male,,True,True,4
hi-ih-ni,hi-ih-ni,,ni,False,False,3
si]-it-tim,si]-it-tim,,,False,True,3
pi-el],pi-el],,,False,True,2
si-ia-an-[ku-uk-ra,si-ia-an-[ku-uk-ra,,ra,False,True,6
hu-ut2-tak-ha-li]-ik,hu-ut2-tak-ha-li]-ik,,ik,False,True,6
[li-mi-in-ra,[li-mi-in-ra,,ra,False,True,4
u2-pa-at],u2-pa-at],,,False,True,3
[šu-šu-un-ka,[šu-šu-un-ka,,ka,False,True,4
(md)hu-um-ban-nu-me]-na-gi,(md)hu-um-ban-nu-me]-na-gi,divine-personal,,True,True,7
ta-at-ta-ah,ta-at-ta-ah,,,False,False,4
mu-ur-ta-ah,mu-ur-ta-ah,,,False,False,4
(d)be-li-li-me,(d)be-li-li-me,divine,me,True,False,4
(d)da-mu-si,(d)da-mu-si,divine,,True,False,3
h[u-ut-tak-h]a-li-ik,h[u-ut-tak-h]a-li-ik,,ik,False,True,6
hi?-[…],hi?-[…],,,False,True,2
e[l?-x-x]-at-tu4,e[l?-x-x]-at-tu4,,,False,True,5
(d)hu-ban-[um]-me-na-ki,(d)hu-ban-[um]-me-na-ki,divine,,True,True,6
(d)su-un-ki-ir-ri-ša-ar-ra,(d)su-un-ki-ir-ri-ša-ar-ra,divine,ra,True,False,8
ta-ak-ki-ip-pi,ta-ak-ki-ip-pi,,,False,False,5
pu-uk-ši,pu-uk-ši,,,False,False,3
(md)hu-um-ban-um-me-na-gi,(md)hu-um-ban-um-me-na-gi,divine-personal,,True,False,7
li-ni-en,li-ni-en,,,False,False,3
pi-ip-li-ih,pi-ip-li-ih,,,False,False,4
ap-pu-ki-i,ap-pu-ki-i,,,False,False,4
ap-pu-ki-me,ap-pu-ki-me,,me,False,False,4
mu-ur-ta-an-ra,mu-ur-ta-an-ra,,ra,False,False,5
pa-ap-pa-ra-na,pa-ap-pa-ra-na,,na,False,False,5
ha-ap-pa-ti-iš,ha-ap-pa-ti-iš,,,False,False,5
li-li-ra,li-li-ra,,ra,False,False,3
ip-il-la-ti-ma,ip-il-la-ti-ma,,,False,False,5
mu-ur-ti,mu-ur-ti,,,False,False,3
hi-ih2,hi-ih2,,,False,False,2
pa-ka-an-ra,pa-ka-an-ra,,ra,False,False,4
la-ni-e,la-ni-e,,,False,False,3
la-ni-ia,la-ni-ia,,,False,False,3
(d)hu-um-ban-me,(d)hu-um-ban-me,divine,me,True,False,4
(d)hu-um-ban-um-me-en-na-ki,(d)hu-um-ban-um-me-en-na-ki,divine,,True,False,8
ul-li-na6,ul-li-na6,,,False,False,3
su-kar-tah,su-kar-tah,,,False,False,3
ha-ap-ši,ha-ap-ši,,,False,False,3
ha-di-en,ha-di-en,,,False,False,3
in-di-ig-ga2,in-di-ig-ga2,,,False,False,4
gi-nu-ni,gi-nu-ni,,ni,False,False,3
in-di-ig-ga4,in-di-ig-ga4,,,False,False,4
hu-ban-nu-me-en-na-ki,hu-ban-nu-me-en-na-ki,,,False,False,7
il-li-na,il-li-na,,na,False,False,3
hu-šu-ut-ta,hu-šu-ut-ta,,,False,False,4
ki-nu-ni,ki-nu-ni,,ni,False,False,3
hu-ut-ta-an,hu-ut-ta-an,,,False,False,4
zu-uk-ka-an,zu-uk-ka-an,,,False,False,4
si-ti-i,si-ti-i,,,False,False,3
ka-da-an,ka-da-an,,,False,False,3
ša-ar-ra-na,ša-ar-ra-na,,na,False,False,4
hu-sa-a,hu-sa-a,,,False,False,3
li-ik-ri-in,li-ik-ri-in,,,False,False,4
hu-ma-ka-ak,hu-ma-ka-ak,,ak,False,False,4
uk-ku-ma,uk-ku-ma,,,False,False,3
zu-lu-ka-ak,zu-lu-ka-ak,,ak,False,False,4
zu-uk-ma,zu-uk-ma,,,False,False,3
il-ki-ka,il-ki-ka,,ka,False,False,3
ha-ap-ti-iš,ha-ap-ti-iš,,,False,False,4
hi-i-še,hi-i-še,,,False,False,3
ša-qu-tu4,ša-qu-tu4,,,False,False,3
a-bu-ul-lu,a-bu-ul-lu,,,False,False,4
hi-el,hi-el,,,False,False,2
lu-bu-ru-uh,lu-bu-ru-uh,,,False,False,4
ha-al-li,ha-al-li,,,False,False,3
(d)in-šu-ši-na-ak-me,(d)in-šu-ši-na-ak-me,divine,me,True,False,6
šu-du-ur,šu-du-ur,,,False,False,3
pi-du-um-ma,pi-du-um-ma,,,False,False,4
ki-du-um-ma,ki-du-um-ma,,,False,False,4
la-an-si-di-ia,la-an-si-di-ia,,,False,False,5
ik-el,ik-el,,,False,False,2
ši-in-ni,ši-in-ni,,ni,False,False,3
lu-mu-un-ra,lu-mu-un-ra,,ra,False,False,4
ha-al-te-te,ha-al-te-te,,,False,False,4
du-ha-an-ra,du-ha-an-ra,,ra,False,False,4
tu4-ul-li-in,tu4-ul-li-in,,,False,False,4
li-in-ra,li-in-ra,,ra,False,False,3
ku-ta-a,ku-ta-a,,,False,False,3
si-ia-an-ku-uk-ma,si-ia-an-ku-uk-ma,,,False,False,6
hi-i-še-e,hi-i-še-e,,,False,False,4
mi-ša-ri,mi-ša-ri,,,False,False,3
lu-ub-bu-ru-uh-ni,lu-ub-bu-ru-uh-ni,,ni,False,False,6
si-ia-an-ku-uk-pa-me,si-ia-an-ku-uk-pa-me,,me,False,False,7
šu-tu4-ur,šu-tu4-ur,,,False,False,3
pi-tu4-um-ma,pi-tu4-um-ma,,,False,False,4
ku-du-um-ma,ku-du-um-ma,,,False,False,4
pi-it-te-ga,pi-it-te-ga,,ga,False,False,4
te-la-ak-[ni],te-la-ak-[ni],,,False,True,4
hu-ut2-tak?-ha?-[…],hu-ut2-tak?-ha?-[…],,,False,True,5
du-[…]h-pi,du-[…]h-pi,,,False,True,3
la-an-gi-el-li,la-an-gi-el-li,,,False,False,5
[…]-pi,[…]-pi,,,False,True,2
hu-ut2-tak,hu-ut2-tak,,,False,False,3
ha-du,ha-du,,,False,False,2
ta?-du?-ra-na,ta?-du?-ra-na,,na,False,True,4
[…]-ar-na,[…]-ar-na,,na,False,True,3
(d)kir-ma-sir-me,(d)kir-ma-sir-me,divine,me,True,False,4
[…]-ih-ma,[…]-ih-ma,,,False,True,3
a[n-za]-an,a[n-za]-an,,,False,True,3
[su]-un-ki-ik,[su]-un-ki-ik,,ik,False,True,4
[…]-nu-me-na-gi,[…]-nu-me-na-gi,,,False,True,5
hi-ih-ni],hi-ih-ni],,,False,True,3
[si-it-tim,[si-it-tim,,,False,True,3
me-lu-uk-ra],me-lu-uk-ra],,,False,True,4
pi-[el,pi-[el,,,False,True,2
li-mi-in-ra,li-mi-in-ra,,ra,False,False,4
(d)ki-la-ah-šu-pi-ir],(d)ki-la-ah-šu-pi-ir],divine,,True,True,6
hu-ut2-tak-[ha-li-ik,hu-ut2-tak-[ha-li-ik,,ik,False,True,6
li-mi-in-ra],li-mi-in-ra],,,False,True,4
ku-[ši-ih,ku-[ši-ih,,,False,True,3
li-mi-in,li-mi-in,,,False,False,3
an-za-an],an-za-an],,,False,True,3
(md)hu-um-[ban-nu-me-na-gi,(md)hu-um-[ban-nu-me-na-gi,divine-personal,,True,True,7
(d)zu-un-ki-ir-ri-ša-ar-ra,(d)zu-un-ki-ir-ri-ša-ar-ra,divine,ra,True,False,8
ri-e-ru-um-ma,ri-e-ru-um-ma,,,False,False,5
(d)zu-un-ki-ir-ri-ša-ar-ra-me,(d)zu-un-ki-ir-ri-ša-ar-ra-me,divine,me,True,False,9
zi-it-im-ma,zi-it-im-ma,,,False,False,4
li-na],li-na],,,False,True,2
si-[ia-an-ku]-uk-[ra,si-[ia-an-ku]-uk-[ra,,,False,True,6
(d)ki-{ri-ri}-ša,(d)ki-{ri-ri}-ša,divine,,True,False,4
[ku-ši-ih],[ku-ši-ih],,,False,True,3
ki-iš-tu4-um-ma,ki-iš-tu4-um-ma,,,False,False,5
(d)ki-ri-ri-ša-me,(d)ki-ri-ri-ša-me,divine,me,True,False,5
[a]-gi,[a]-gi,,,False,True,2
[in-ti]-ik-ka,[in-ti]-ik-ka,,ka,False,True,4
(d)[hu]-um-ban-nu-me-na-gi,(d)[hu]-um-ban-nu-me-na-gi,divine,,True,True,7
10,10,,,False,False,1
hu-ut-ta-ak-[ha-li-ik],hu-ut-ta-ak-[ha-li-ik],,,False,True,7
[ip-il-la-ti],[ip-il-la-ti],,,False,True,4
ia-ak,ia-ak,,ak,False,False,2
az-ki-[it],az-ki-[it],,,False,True,3
ip-il-la-ti,ip-il-la-ti,,,False,False,4
ki-ik-ki-ti-ih,ki-ik-ki-ti-ih,,,False,False,5
pi-tu4-ma,pi-tu4-ma,,,False,False,3
ku-du-ma,ku-du-ma,,,False,False,3
hu-ul-pa-ah,hu-ul-pa-ah,,,False,False,4
hu-uh-ni-me,hu-uh-ni-me,,me,False,False,4
ku-uk-ši-ih,ku-uk-ši-ih,,,False,False,4
si-ia-ni-me,si-ia-ni-me,,me,False,False,4
hu,hu,,,False,False,1
me-en-pu,me-en-pu,,,False,False,3
tu4-uš,tu4-uš,,,False,False,2
hu-ni-in,hu-ni-in,,,False,False,3
la-an-si-ti-ir,la-an-si-ti-ir,,ir,False,False,5
(d)pi-ni-gìr,(d)pi-ni-gìr,divine,,True,False,3
nu-ul-ki-ip-pi,nu-ul-ki-ip-pi,,,False,False,5
si-ir-ha-al-te,si-ir-ha-al-te,,,False,False,5
ki-ni-in,ki-ni-in,,,False,False,3
si-li-in,si-li-in,,,False,False,3
a-lu-mi-im-ma,a-lu-mi-im-ma,,,False,False,5
ta-aš2-ni,ta-aš2-ni,,ni,False,False,3
ku-du-ni,ku-du-ni,,ni,False,False,3
ku-ur-ru,ku-ur-ru,,,False,False,3
mi-ši-ma-na,mi-ši-ma-na,,na,False,False,4
ru-ri-na,ru-ri-na,,na,False,False,3
an-ka,an-ka,,ka,False,False,2
ha-ta-am-ti-ir,ha-ta-am-ti-ir,,ir,False,False,5
i-me-ni,i-me-ni,,ni,False,False,3
su-ku-ša-ak,su-ku-ša-ak,,ak,False,False,4
du-un-ra,du-un-ra,,ra,False,False,3
la-an-si-ti-e,la-an-si-ti-e,,,False,False,5
ha-at-ta-an-ra,ha-at-ta-an-ra,,ra,False,False,5
ta-ri-ir,ta-ri-ir,,ir,False,False,3
DINGIR-GAL,DINGIR-GAL,,,True,False,2
tu4-ur],tu4-ur],,,False,True,2
zu-[un-ki-me,zu-[un-ki-me,,me,False,True,4
{te-la}-ak-ni,{te-la}-ak-ni,,ni,False,False,4
{li}-na,{li}-na,,na,False,False,2
si-ia-an-ku-{uk}-[pa],si-ia-an-ku-{uk}-[pa],,,False,True,6
(d)na-zi-it,(d)na-zi-it,divine,,True,False,3
(d)na-zi-it-me,(d)na-zi-it-me,divine,me,True,False,4
(d)nun.sunki,(d)nun.sunki,divine,,True,False,1
(d)nun.sunki-me,(d)nun.sunki-me,divine,me,True,False,2
(d)pi-ni-gir3-me-im-ma,(d)pi-ni-gir3-me-im-ma,divine,,True,False,6
10-na,10-na,,na,False,False,2
ša-ri-ik,ša-ri-ik,,ik,False,False,3
a-lu-me-lu,a-lu-me-lu,,,False,False,4
(d)u2-pur-ku-ba-ak-me,(d)u2-pur-ku-ba-ak-me,divine,me,True,False,6
(d){na-bu}-u2,(d){na-bu}-u2,divine,,True,False,3
{ku-ši-ih},{ku-ši-ih},,,False,False,3
[hu-us-si]-ip-me,[hu-us-si]-ip-me,,me,False,True,5
hu-uš-ti-in,hu-uš-ti-in,,,False,False,4
šu-šu-[un-ka],šu-šu-[un-ka],,,False,True,4
(md)hu-[um-ban-nu-me-na-gi],(md)hu-[um-ban-nu-me-na-gi],divine-personal,,True,True,7
(md)hu-ban-nu-um-me-en-na-ki,(md)hu-ban-nu-um-me-en-na-ki,divine-personal,,True,False,8
(d)aiba-sunkir,(d)aiba-sunkir,divine,,True,False,2
nu-mu-un,nu-mu-un,,,False,False,3
hu-[ut]-tak-ha-li-ik,hu-[ut]-tak-ha-li-ik,,ik,False,True,6
zu-uk-ka-an-ka,zu-uk-ka-an-ka,,ka,False,False,5
en,en,,,False,False,1
{uk-ku}-me,{uk-ku}-me,,me,False,False,3
du-uh,du-uh,,,False,False,2
{ku}?-nu-um,{ku}?-nu-um,,,False,True,3
ša-am?-me-eh-ši,ša-am?-me-eh-ši,,,False,True,5
lu-lu-uh-šu,lu-lu-uh-šu,,,False,False,4
ku-[ku]-un-nu-um,ku-[ku]-un-nu-um,,,False,True,5
mu-ur-ta-an,mu-ur-ta-an,,,False,False,4
dur-na-ah-u2-te-{na}?,dur-na-ah-u2-te-{na}?,,,False,True,6
[ta]š?-šu?-up,[ta]š?-šu?-up,,,False,True,3
ha-ni-ih-ši,ha-ni-ih-ši,,,False,False,4
hu-un-hi-ih-na,hu-un-hi-ih-na,,na,False,False,5
me-lu-uk-ma,me-lu-uk-ma,,,False,False,4
ki-it-ti-in,ki-it-ti-in,,,False,False,4
ša-at-me,ša-at-me,,me,False,False,3
šu-ut-me,šu-ut-me,,me,False,False,3
du-ni-iš,du-ni-iš,,,False,False,3
si-di-im-ma,si-di-im-ma,,,False,False,4
da-ah,da-ah,,,False,False,2
si-ia-a-an-ku-uk-me,si-ia-a-an-ku-uk-me,,me,False,False,7
te-ip-ta,te-ip-ta,,,False,False,3
ik-ku,ik-ku,,,False,False,2
u2-ri-pu-be,u2-ri-pu-be,,,False,False,4
ka-tah2,ka-tah2,,,False,False,2
in-tu4-um,in-tu4-um,,,False,False,3
uš-ta-na,uš-ta-na,,na,False,False,3
(d)hu-ban-um-me-na-ki,(d)hu-ban-um-me-na-ki,divine,,True,False,6
hu-ut-tak-ha-li-ku,hu-ut-tak-ha-li-ku,,,False,False,6
ir-mu,ir-mu,,,False,False,2
ki-ik-ki-[…],ki-ik-ki-[…],,,False,True,4
sig-ra-tu4,sig-ra-tu4,,,False,False,3
du-uh?,du-uh?,,,False,True,2
a-ah?,a-ah?,,,False,True,2
li-ik-ri,li-ik-ri,,,False,False,3
(d)ha-te-ri-iš-[…],(d)ha-te-ri-iš-[…],divine,,True,True,5
me-[lu]-uk-ra,me-[lu]-uk-ra,,ra,False,True,4
ki-it-ti-[im-ma],ki-it-ti-[im-ma],,,False,True,5
[pi-el],[pi-el],,,False,True,2
pa-at-tah,pa-at-tah,,,False,False,3
(d)ha-te-ri-iš-nu,(d)ha-te-ri-iš-nu,divine,,True,False,5
hu-si-ip-me,hu-si-ip-me,,me,False,False,4
(d)ha-te-ri-iš-nu-me,(d)ha-te-ri-iš-nu-me,divine,me,True,False,6
hi-e]n-ka,hi-e]n-ka,,ka,False,True,3
[in-gi,[in-gi,,,False,True,2
šu-ul-lu-me-en-ka,šu-ul-lu-me-en-ka,,ka,False,False,6
an-[za-an],an-[za-an],,,False,True,3
ha-ah-ni-in-ra,ha-ah-ni-in-ra,,ra,False,False,5
du-ni-ih-ši-ni-e,du-ni-ih-ši-ni-e,,,False,False,6
šu-ut-ku-me,šu-ut-ku-me,,me,False,False,4
hu-ut-tah,hu-ut-tah,,,False,False,3
pi-ip-ši-it-te,pi-ip-ši-it-te,,,False,False,5
a-pi-te,a-pi-te,,,False,False,3
li-ki-ir,li-ki-ir,,ir,False,False,3
šu-up,šu-up,,,False,False,2
mu-uh-du-uh-me,mu-uh-du-uh-me,,me,False,False,5
si-it-tan-me,si-it-tan-me,,me,False,False,4
(d)te-ip-ti,(d)te-ip-ti,divine,,True,False,3
(d)ma-áš-ti,(d)ma-áš-ti,divine,,True,False,3
me-it-ki-ni,me-it-ki-ni,,ni,False,False,4
ip,ip,,,False,False,1
uk-ku-pi,uk-ku-pi,,,False,False,3
na-pir2-ri-ša-ar-ra-pi,na-pir2-ri-ša-ar-ra-pi,,,False,False,7
(d)pi-el-ti-ya,(d)pi-el-ti-ya,divine,,True,False,4
pi-li-in,pi-li-in,,,False,False,3
na-ah-hu-un-te-ir,na-ah-hu-un-te-ir,,ir,False,False,6
(d)in-šu-uš-na-ak-ri,(d)in-šu-uš-na-ak-ri,divine,,True,False,6
ha-<at>,ha-<at>,,,False,False,2
su-ku-un-ra,su-ku-un-ra,,ra,False,False,4
tu4-up-pi-me,tu4-up-pi-me,,me,False,False,4
hu-tu4-un-ra,hu-tu4-un-ra,,ra,False,False,4
hu-ma-an-ra,hu-ma-an-ra,,ra,False,False,4
sa-al-mu-um,sa-al-mu-um,,,False,False,4
(f)na-pír-a-su,(f)na-pír-a-su,personal-female,,False,False,4
(f)na-pir2-a-su,(f)na-pir2-a-su,personal-female,,False,False,4
