word,similar_1,score_1,similar_2,score_2,similar_3,score_3,similar_4,score_4,similar_5,score_5
hu-uh-ni-me,si-ia-an-ku-uk,0.3454,ta-ak-ki-ip-pi,0.2685,[(d)in]-šu-uš-na-ak,0.2681,(md)hu-ban-nu-me-na-ki,0.264,si-a-an-ku-uk],0.2631
ku-uk-ši-ih,a-ak],0.3319,(md)hu-ban-um-me-en-na-ki,0.2767,šu-lu-me-en-[ka],0.2383,ru-ri-na,0.2381,ku-u[k-ši-ih],0.2352
si-ia-ni-me,ha-du,0.303,[si]-ia-an-ku-uk,0.2883,(d)in-šu-uš-n[a-ak,0.2785,li-mi-in-ra,0.2749,(d)hu-um-ban-nu-me-na-gi,0.2575
hu,ku-du-ni,0.3068,hi-iš-e,0.2472,[ta]š?-šu?-up,0.2408,si-ia]-an-ku-uk-pa,0.2314,zu-uk-ka-an-ka,0.2209
me-en-pu,tu4-um-pa-an-ra,0.3488,ta-ak-me,0.3053,hi-en-ka,0.271,[a-h]a-an,0.2681,sah]-ri,0.2672
tu4-uš,[a-ak,0.3348,me-lu-uk-ma,0.2658,ki-ni-in,0.2635,[me]-lu-u[k-ra],0.2596,u2-ri-pu-pi,0.2471
hu-ni-in,ki-ik-ki-[…],0.2669,lu-pi-en,0.2326,ia,0.2283,ta-ak-[me],0.2174,(md)hu-ban-nu-me-na-ki,0.2095
la-an-si-ti-ir,[ta]š?-šu?-up,0.2884,su-un-ki-ip,0.2606,[si-it-tim,0.2497,a[n-za]-an,0.2271,hi-ih,0.2267
(d)pi-ni-gìr,ta-[ak]-me,0.3874,(d)in-šu-uš]-na-ak,0.3486,ki-ik-ki-ti-ih,0.3354,me-lu-uk-ra],0.2983,pi-du-um-ma,0.2932
nu-ul-ki-ip-pi,[u2,0.339,(d)nun.sunki,0.3094,la-[ha]-ak-[ir]-ra,0.2819,up-qu-mi-ma,0.263,tu4-[ur],0.2432
si-ir-ha-al-te,du-uh?,0.3164,mu-ur-ta-ah,0.2918,[me]-lu-u[k-ra],0.2831,a[n-za]-an,0.263,me-it-ki-ni,0.2435
ki-ni-in,hu-uh-[tah-ša],0.2661,tu4-uš,0.2635,ki-ik-ki-[…],0.2588,hu-ut-tak-ha-li-ku,0.2537,ha-ah-ni-in-ra,0.2533
si-li-in,ki-ik-ki-ti-ih,0.2643,šu-lu-me-ka,0.2599,[šu]-lu-me-en-[ga],0.2572,a-pu,0.2486,(d)hu-um-ban,0.2469
a-lu-mi-im-ma,a-pi,0.3102,[ur(?),0.3021,[dingir-gal,0.2784,(d)te-ip-ti,0.2571,hi-i-še-e,0.2566
ta-aš2-ni,a-aš2-ta2,0.2626,hu-[ut]-tak-ha-li-ik,0.2623,sa-ah-[ri],0.251,(d)[hu]-um-ban-nu-me-na-gi,0.2376,(md)hu-um-ba-nu-me-na-[ki,0.2346
ku-du-ni,su-ku-un-ra,0.3183,hu,0.3068,si-ia]-an-ku-uk-pa,0.2656,si-ia-an-[ku-uk-pa,0.2458,mu-ši-it-ta,0.244
ku-ur-ru,(d)[…,0.3726,[ri?]-mu-um,0.3202,(m)un-taš-dingir-gal,0.2923,(d)in-šu-uš-n[a-ak],0.2857,(md)hu-um-ban-um-me-en-na-ki,0.2581
mi-ši-ma-na,ta-li-in,0.3248,su-un-ki-ip,0.315,a-pi-me,0.2727,pu-uk-ši,0.246,ki?-iz?-zu-um,0.2434
ru-ri-na,hu-uš-ti-in,0.3595,{uk-ku}-me,0.3057,la-an-si-ti-e,0.2981,ip-il-la-ti-ma,0.2933,ka,0.2781
an-ka,hu-tu4-un-ra,0.3307,la-ha-ak-ir-ra,0.33,zu-lu-ka-ak,0.3032,lu-lu-uh-šu,0.2997,te-ip-ti,0.2817
ha-ta-am-ti-ir,(d)pi-el-ti-ya,0.2711,la-[ha]-ak-[ir]-ra,0.2613,li-mi-in-ra,0.2577,(d)[…,0.2479,šu-ut-me,0.2337
i-me-ni,(d)nin-a-li,0.292,ri,0.2868,na,0.2716,ki-ib-ra-at3,0.2696,u2-ri-pu-pi,0.2656
su-ku-ša-ak,tu4-ru-uš-ni-e,0.2828,um-me,0.2805,si-ia-an-ku-uk-ma,0.2665,ki-ni-in,0.2438,[az-ki-it,0.2418
du-un-ra,[in,0.2663,šu-tu4-ur,0.2614,si-di-im-ma,0.2532,na-a,0.2329,(d)ru-hu-ra-tir,0.2249
la-an-si-ti-e,ru-ri-na,0.2981,ha-ap-pa-ti-iš,0.2935,(d)iš-ni-ka-ra-ab2,0.2672,ta-ri-ir,0.2516,pa-ar,0.2458
ha-at-ta-an-ra,si-ia-an-ku-{uk}-[pa],0.3213,a-ha-ar,0.2977,hu-hu-un,0.2914,x-x,0.2849,šu-tu4-ur,0.2712
ta-ri-ir,uk-ku-pi,0.3496,du-ni-ih,0.281,ki-ik-ki-te-eh,0.2767,10,0.2725,si-ia]-an-ku-uk-pa,0.2655
DINGIR-GAL,-me,0.2729,ha-al-te-te,0.2568,(f)na-pir2-a-su,0.2454,[…]-uš-ni-e,0.2425,hu-us-si-ip-me,0.2413
tu4-ur],li-mi-in,0.3055,hi-ih-ni],0.2836,si-ia-an-ra,0.2681,šu-[šu-un-ka,0.2649,[u2,0.2589
zu-[un-ki-me,in(?)],0.3541,un-taš-dingir-gal,0.2908,pa-ar,0.2833,[la-ha-ak-ir-ra,0.2809,tu4-up-pi-me,0.2572
{te-la}-ak-ni,up-qu-mi-ma,0.2571,ip-il-la-ti-ma,0.2489,e,0.2407,te-pu-uh,0.2402,[…]-ti-ia,0.2295
{li}-na,[ri?-im?]-mu-u[m,0.2794,si-ia-an-[ku-uk-ra,0.2757,ku-du-ma,0.2528,(md)hu-um-ban-nu-me-na-ki,0.2517,un,0.2413
si-ia-an-ku-{uk}-[pa],ha-at-ta-an-ra,0.3213,hi-e]n-ka,0.2931,[h]a-li-ik,0.2624,u2-[me,0.2614,dingir-gal-me,0.256
(d)na-zi-it,in(?)],0.276,(d)ša-la,0.2682,zu-uk-ka-an,0.2311,zu-[un-ki-me,0.2306,ku]-ku-un-[nu-um,0.2249
(d)na-zi-it-me,(md)hu-ban-um-me-en-na-ki,0.3021,hu-ut2-tak-ha-li]-ik,0.27,u2-me,0.2522,ni,0.2461,mi-el-ki,0.237
(d)nun.sunki,nu-ul-ki-ip-pi,0.3094,[pi-el],0.2889,],0.2813,[u2,0.2579,hi-ih-ni],0.253
(d)nun.sunki-me,šu-<ut>-ki-me,0.3308,te-la-ak-ni,0.2862,š[u-šu-un-ka,0.2722,a-pu-un,0.2692,in-di-ig-ga2,0.2561
(d)pi-ni-gir3-me-im-ma,[la-ha-ak-ir-ra],0.2867,la-an-si-ti-ih,0.2697,(md)hu-um-[ban-nu-me-na-gi,0.2621,su-un-ki-i[k],0.2449,li-ki-ir,0.2409
10-na,sah]-ri,0.2586,si-ia-a-an-ku-uk-me,0.2211,(d)ki-la-ah-šu-pi-ir,0.2193,(d)na-zi-it,0.2108,(d)te-ip-ti,0.2083
ša-ri-ik,10,0.289,te-la-ak,0.2779,ha-di-en,0.257,ha-<at>,0.2553,zi-it-me,0.2286
a-lu-me-lu,(d)pi-el-ti-ya,0.3133,ki?-iz?-zu-um,0.3041,si-it-me],0.3019,be-el-ti,0.2475,du-ni-[ih,0.2474
(d)u2-pur-ku-ba-ak-me,ku-ku-un-[nu-um,0.3006,hu-ut-ta-an-ra,0.2848,hu-ut2-tak-[ha-li-ik,0.2463,li-mi-in-ra,0.239,[in-ti]-ik-ka,0.2386
(d){na-bu}-u2,ku-ši-ha,0.3065,ul-lu-ru-uk,0.2709,in-di-ig-ga4,0.2468,si-ia-an-ku]-uk-pa,0.2158,(m)hu-ban-um-me-na-ki,0.2118
{ku-ši-ih},in-ti-ig-ga,0.3115,(d)in-šu-uš-na-ak,0.3071,ki-it-ti-im-ma,0.2947,su-un-ki-ik,0.274,(d)na-ap-ra-te-ip-me,0.2708
[hu-us-si]-ip-me,[u2-r]i-pu-up,0.3055,ha-ah-ni-in-ra,0.2882,dingir-gal-me,0.2768,ku-te-en,0.2573,ta-li-in,0.2474
hu-uš-ti-in,ru-ri-na,0.3595,hu-si-ip-me,0.325,te-ip-ta,0.2977,ir-mu,0.2444,mi-ša-ri,0.2434
šu-šu-[un-ka],tu4-ur,0.2961,li-ik-ri,0.2763,pi-tu4-um-ma,0.2761,šu-lu-me-ka,0.2672,ka-da-an,0.2608
(md)hu-[um-ban-nu-me-na-gi],(d)na-bu-me,0.2944,[a-gi],0.2901,[…]-ih-ma,0.2669,pi-ti-ir,0.2497,na-a,0.2404
(md)hu-ban-nu-um-me-en-na-ki,(d)zu-un-ki-ir-ri-ša-ar-ra-me,0.2961,lu-pi-en,0.2895,te-[la-ak-ni],0.2548,zu-[un-ki-me,0.2505,(d)u2-pur-ku-pa-ak,0.2487
(d)aiba-sunkir,(d)hu-ban-nu-me-en-na-ki,0.2977,zu-uk-ka-an,0.2956,si-[ia-an-ku]-uk-[ra,0.279,si-ia-an-ku-uk-pa],0.2696,la-an-[si-ti-me,0.2679
nu-mu-un,ka-da-an,0.2609,mi-ša-ri,0.2583,šu-šu-[un-ka],0.2502,ap-pu-ki-i,0.2501,a-ah?,0.2486
hu-[ut]-tak-ha-li-ik,(md)hu-um-ba-nu-me-na-[ki,0.3462,ta-aš2-ni,0.2623,li-na],0.2438,ku-ur-ru,0.2252,(d)ki-ri-ri-ša-me,0.2205
zu-uk-ka-an-ka,a[n-za]-an,0.3285,lu-mu-un-ra,0.3132,me-lu-uk-ra],0.2699,hu-ut-ta-an-ra,0.2585,kuš3,0.2409
en,a-pu,0.3902,ha-<at>,0.2873,(d)in-na-na,0.2822,ša-[ak,0.2621,li-mi-in,0.2617
{uk-ku}-me,in(?)],0.3537,ru-ri-na,0.3057,pi-it-te-ka,0.3017,[az-ki-it,0.2892,[hi]-ih,0.2479
du-uh,il-ki-ka,0.2673,te-[la-ak-ni],0.2652,(d)ki-{ri-ri}-ša,0.2312,su-un-ki-me,0.2282,[…]-pi,0.2274
{ku}?-nu-um,(m)hu-ban-nu-me-na-ki,0.255,hu-ut-ta-an-ra,0.2529,šu-ut-ku-me,0.2426,hi-ih-ni],0.234,(d)in-šu-ši-na-ak-me,0.2306
ša-am?-me-eh-ši,ku-du-ma,0.3425,(d)in-šu-[uš]-na-ak,0.2763,[li-mi-in-ra,0.2587,ap-pu-ki-i,0.2476,(m)un-taš-dingir-gal-ki,0.2453
lu-lu-uh-šu,ap-pu-ki-me,0.3299,an-ka,0.2997,ku-ku-un-nu-um…,0.2921,az-ki-[it],0.2911,ku-ul-la-an-ka,0.2769
ku-[ku]-un-nu-um,[…]-ti-e?,0.3721,li-li-ra,0.3208,dingir-gal],0.2755,ip-il-la-ti-ma,0.2528,[t]e-ip-ti,0.2459
mu-ur-ta-an,(d)pa-tug2,0.3747,kuš3,0.3118,šu-ut-ku-me,0.2536,(d)ru-hu-ra-te-ir-me,0.2535,(f)na-pir2-a-su,0.2456
dur-na-ah-u2-te-{na}?,hi-ih-ni],0.358,u2-pa-ti-pi,0.3205,ku-tu4-un,0.3155,(d)hu-ban-um-me-en-na-ki,0.2985,ša-qu-tu4,0.2904
[ta]š?-šu?-up,da-ah,0.2962,la-an-si-ti-ir,0.2884,zu-u[n-ki-ip],0.2547,a-ha-an,0.2489,ha-ap-ti-iš,0.2481
ha-ni-ih-ši,up-qu-mi-ma,0.3137,šu-ul-lu-me-ka,0.2399,(d)ki-ri-ri-ša-me,0.2381,ha-ta-am-ti-ir,0.2329,a-ak],0.231
hu-un-hi-ih-na,ul-lu-ru-uk,0.2669,ki-du-um-ma,0.2532,(d)hu-um-ban-nu-me-na-gi,0.2501,(md)hu-um-ban-um-me-na-gi,0.2456,šu-uh-tir,0.2338
me-lu-uk-ma,ki-it-ti-im-ma,0.3496,kuš3,0.314,si-a-an-ku-uk-ra,0.2893,gi-ri-ni,0.2694,(d)nin-e2-gal,0.2665
ki-it-ti-in,up-kum-mi-ia,0.3297,mu-uh-du-uh-me,0.308,a-ha-an,0.2851,da-ah,0.2528,ku-ku-un-nu-um…,0.2497
ša-at-me,si-ia-an-i-me,0.2933,sa-ah-ri,0.29,[u2,0.2888,(d)da-mu-si,0.2789,(md)hu-ban-nu-me-na-ki,0.2756
šu-ut-me,(d)te-ip-ti,0.3329,[…]-pi,0.3023,me-[lu]-uk-ra,0.2853,(d)na-ap-ra-te-ip-me,0.2577,(d)hi-iš-mi-ti-ik,0.2545
du-ni-iš,[ri?-im?]-mu-u[m,0.2533,su-un-ki-ip,0.2412,mu-ur-ta-an-ra,0.2338,šu-uh-tir,0.2327,{li}-na,0.2318
si-di-im-ma,ha-di-en,0.3054,mi-ša-ri,0.2881,du-un-ra,0.2532,h[u-ut-tak-h]a-li-ik,0.2413,pa-ap-pa-ra-na,0.2304
da-ah,[šu-šu]-un-ka,0.3121,si-it-me],0.3028,[ta]š?-šu?-up,0.2962,i-la-a-ni-me,0.2843,{ku-ši-ih},0.2539
si-ia-a-an-ku-uk-me,[…]-ti-e?,0.2901,zu-uz-ka-tah,0.2476,hu-ut-ta-ak-[ha-li-ik],0.2434,in-[ti-ik-ka,0.242,(d)te-ip-ti,0.2283
te-ip-ta,hu-uš-ti-in,0.2977,li-e,0.2941,[h]a-li-ik,0.2685,si-a-ku-uk,0.2661,pu-uh-x-x,0.2474
ik-ku,du-ni-ih,0.3913,hi-[…],0.3255,ha-at-ta-an-ra,0.2648,hi-ih,0.2614,si-a-an-ku-uk-ra,0.2567
u2-ri-pu-be,(d)in]-šu-uš-n[a-ak,0.2603,te-ip-[ti],0.2502,a-aš2-ta2,0.2501,a-pu,0.2461,ir-mu,0.2443
ka-tah2,a]-ak,0.2582,hu-tu4-un-ra,0.2373,me-el-ka-an-ra,0.2318,(d)pi-ni-gir3-me,0.2265,(md)hu-ban-nu-me-na-gi,0.2254
in-tu4-um,šu-ul-lu-me-ka,0.3132,a-pu-un,0.2813,ir,0.2768,a-al,0.2537,ia,0.2524
uš-ta-na,[ku-ši-ih],0.2268,li-en-ra,0.223,ku-ur-ru,0.2227,pu-uk-ši,0.2196,(d)PA.TUG2,0.2182
(d)hu-ban-um-me-na-ki,si-[ia-an-ku]-uk-[ra,0.3016,ku-ši-ih-ša,0.2867,[te-ip]-ti,0.2813,li-e,0.2666,an-za-an,0.2423
hu-ut-tak-ha-li-ku,(d)in-šu-uš-na-ak-ri,0.3078,hu-uh-[tah-ša],0.3019,si-ti-i,0.2967,li-ik-ri,0.2907,(d)hi-iš-mi-ti-ik,0.275
ir-mu,lu-bu-ru-uh,0.4346,gi-ri-na,0.2532,hu-uš-ti-in,0.2444,u2-ri-pu-be,0.2443,a-pi-me,0.2311
ki-ik-ki-[…],(d)30,0.2956,hu-ni-in,0.2669,ki-ni-in,0.2588,[ku-ku]-un-nu-um,0.2536,(md)hu-um-ban-um-me-en-na-ki,0.2389
sig-ra-tu4,in-ti-ik-ka,0.2411,ku-ur-ru,0.235,pi-tu4-ma,0.2344,ha-al,0.2325,si-a-an-ku-uk,0.2264
du-uh?,si-ir-ha-al-te,0.3164,gi-ri-ni,0.2626,[u2],0.2385,(d)hi-iš-mi-ti-ik2,0.2256,(d)pi-ni-gir3-me,0.2252
a-ah?,si-ia-an-ra,0.2766,[…]-a,0.2663,ta-ri-ir,0.2577,nu-mu-un,0.2486,ta-li-in,0.2467
li-ik-ri,in-ti-ig-ga,0.3024,(d)im,0.2954,hu-ut-tak-ha-li-ku,0.2907,šu-šu-[un-ka],0.2763,[me]-lu-u[k-ra],0.2419
(d)ha-te-ri-iš-[…],i,0.2808,[hu]-ut2-tah,0.2454,(md)hu-um-ban-um-me-na-gi,0.2439,šu-ul-lu-me-en-ga,0.226,zu-lu-ka-ak,0.2228
me-[lu]-uk-ra,na-ah-hu-un-te-ir,0.2982,šu-ut-me,0.2853,[u2-r]i-pu-up,0.2786,ru-ri-na,0.2723,ka-ak-pa-ah,0.2401
ki-it-ti-[im-ma],(d)zu-un-ki-ir-ri-ša-ar-ra,0.2715,du-ni-[ih,0.2413,ša-at-me,0.2256,hu-ut-tah,0.2251,hu-ut-ta-ak,0.2191
[pi-el],li?-ki?-ri?-en?,0.3634,ha-at,0.2932,(d)nun.sunki,0.2889,i-la-a-ni-me,0.2511,up-ku-mi-[ia],0.2442
pa-at-tah,(d)hi-iš-mi-ti-ik2,0.2992,ša-at-ki-me,0.2772,sah]-ri,0.2731,hu-ut2-tah-ha-li-ih,0.2662,ar,0.2557
(d)ha-te-ri-iš-nu,ak-ka,0.3182,up-ku-mi-[ia],0.3102,ri-e-ru-um-ma,0.2925,in,0.2888,(d)[…],0.2843
hu-si-ip-me,hu-uš-ti-in,0.325,du-ni-[ih,0.2705,nu-ur,0.2538,ki-ib-ra-at,0.2531,(d)[hu]-um-ban-nu-me-na-gi,0.2408
(d)ha-te-ri-iš-nu-me,(d)in-šu-uš-n[a-ak],0.3799,um-me,0.2934,me-lu-uk-ra,0.2696,(d)hi-iš-mi-ti-ik2,0.2599,[u2-r]i-pu-up,0.2477
hi-e]n-ka,[…u2]-pa-at,0.3438,te-ip-[ti],0.3007,si-a-an,0.2938,si-ia-an-ku-{uk}-[pa],0.2931,li-ki-ir,0.2862
[in-gi,tuš,0.2543,ha-di-en,0.2512,a-ha-an,0.2396,x-pa-lu,0.2359,a-bu-ul-lu,0.2331
šu-ul-lu-me-en-ka,na-a,0.2971,si-ia-an-ra,0.2702,ul-hi,0.268,(md)hu-ban-nu-me-na-ki,0.2654,e[l?-x-x]-at-tu4,0.2587
an-[za-an],[…]-a,0.3216,[ku-ši-ih],0.2994,ta-ak-ki-ip-pi,0.2767,hi-i-še-e,0.2546,li-gi-e,0.2467
ha-ah-ni-in-ra,mu-uh-du-uh-me,0.3314,[hu-us-si]-ip-me,0.2882,ia-ak,0.281,ri?-im?-um,0.2618,ki-iš-tu4-um-ma,0.2566
du-ni-ih-ši-ni-e,ša-at-ki-me,0.2791,(d)nun.sunki-me,0.2415,šu-lu-me-en-[ka],0.2368,(md)hu-um-ba-nu-me-na-ki],0.2319,si-a-an-ku-uk],0.2285
šu-ut-ku-me,(d)ru-hu-ra-te-ir-me,0.278,pi-it-te-ka,0.2634,mu-ur-ta-an,0.2536,{ku}?-nu-um,0.2426,up-kum-mi-ia,0.2401
hu-ut-tah,si-ia-an-[ku-uk-pa,0.3251,[…]-a,0.282,(d)na-bu-u2,0.2768,ar,0.2624,(d)hu-um-ban,0.2622
pi-ip-ši-it-te,hu-ut2-tak,0.2452,šu-[šu-un-ka,0.2438,[t]e-ip-ti,0.2404,zu-lu-ka-ak,0.2377,ni-im-ma,0.2295
a-pi-te,hi-ih,0.3053,[si]-ia-an-ku-uk,0.238,t]e-la-[ak]-li,0.2333,zu-uz-ka-tah,0.2293,lu-lu-uh-šu,0.2275
li-ki-ir,[a-gi],0.3492,ku-du-um-ma,0.2976,hi-e]n-ka,0.2862,(d)na-ap-ra-te-ip-me,0.276,pu-uk-ši,0.2562
šu-up,ku-ku-un-nu-um],0.3253,[in-ti]-ik-ka,0.2897,in-ti-ik-ka,0.2626,a-ni,0.2475,ša-ri-ik,0.2284
mu-uh-du-uh-me,ha-ah-ni-in-ra,0.3314,si-ia-an-ku-uk-pa],0.3109,ki-it-ti-in,0.308,hu-šu-a,0.2497,ku-ku-un-nu-um,0.2485
si-it-tan-me,ta-an-ra,0.2946,(d)hu-ban-nu-me-en-na-ki,0.2684,me-el-ka-an-ra,0.2422,ha-al-ma-šu-um,0.2393,(md)hu-ban-nu-me-na-gi,0.2359
(d)te-ip-ti,šu-ut-me,0.3329,in]-ti-ig-[ga],0.2729,a-lu-mi-im-ma,0.2571,u2-pa-ti-pi,0.2522,si-ia-a-an-ku-uk-me,0.2283
(d)ma-áš-ti,tu4-up-pi-me,0.26,me-it-ki-ni,0.2473,a-lu-me-lu,0.2447,te-la-ak-li,0.2256,ha-li-ih,0.223
me-it-ki-ni,[te-ip]-ti,0.2737,pi-li-in,0.257,[…]-ti-ia,0.252,(d)ma-áš-ti,0.2473,si-ir-ha-al-te,0.2435
ip,hi-ih-li,0.2914,[šu-šu-un-ka,0.2774,in-di-ik-ka,0.271,su-un-ki-i[k],0.2423,ki-ib-ra-at,0.2283
uk-ku-pi,ta-ri-ir,0.3496,[hi]-ih,0.2729,ki-it-ti-im-ma,0.2725,mu-ur-ti,0.2624,(d)hu-um-ban,0.2568
na-pir2-ri-ša-ar-ra-pi,x-pa-lu,0.2969,si-ia-an-i-me,0.2814,ša-[ak,0.2586,uk-ku-ma,0.2521,šu-ul-lu-me-en-ka,0.2458
(d)pi-el-ti-ya,up-qu-mi-ma,0.3694,a-lu-me-lu,0.3133,te-la-ak-ni,0.3037,(d)na-ah-hu-un-te-ir,0.2879,hi-e]n-ka,0.2816
pi-li-in,hu-pi-e,0.3174,[h]a-li-ik,0.294,su-un-ki-ir,0.2719,in-di-ig-ga4,0.2648,me-it-ki-ni,0.257
na-ah-hu-un-te-ir,me-[lu]-uk-ra,0.2982,[…]-nu-me-na-gi,0.2819,ki-ib-ra-at3,0.265,pi-tu4-um-ma,0.258,[…]-ar-na,0.2199
(d)in-šu-uš-na-ak-ri,(d)in-šu-ši-na-ak,0.3157,hu-ut-tak-ha-li-ku,0.3078,(d)hi-iš-mi-ti-ik,0.2799,in-di-ig-ga,0.2701,hu-ut-tak-ha-li-ik,0.2596
ha-<at>,(d)in-šu-uš-na-ak4,0.3044,su-un-ki]-ik,0.2914,en,0.2873,h[u-ut-tak-h]a-li-ik,0.2845,mi-el-ki,0.2741
su-ku-un-ra,ku-du-ni,0.3183,ha-di-en,0.2859,hi?-[…],0.2513,hi-še,0.2368,(d)na-bu-me,0.2294
tu4-up-pi-me,(d)zu-un-ki-ir-ri-ša-ar-ra,0.416,hu-ut-tah-ša,0.2807,la-an-si-ti-ir-ra,0.2717,(d)ma-áš-ti,0.26,zu-[un-ki-me,0.2572
hu-tu4-un-ra,hu]-uh-tah,0.4102,in-[ti-ik-ka,0.3471,an-ka,0.3307,pi-du-um-ma,0.2769,šu-ul-lu-me-ka,0.2597
hu-ma-an-ra,a-ni,0.261,la-an-si-ti-ra,0.2473,ta-ak-ki-ip-pi,0.2323,[si]-ia-an-ku-uk,0.2261,hi-[en-g]a,0.2242
sa-al-mu-um,[…]-nu-me-na-gi,0.2484,(md)hu-um-[ban-nu-me-na-gi,0.2417,šu-tu4-ur,0.233,ha-ta-am-ti-ir,0.2314,si-li-in,0.2268
(f)na-pír-a-su,ha-ap-pa-ti-iš,0.3369,a-pu-un,0.3093,(md)hu-um-ban-nu-me]-na-gi,0.297,ki-ik-ki-ti-ih,0.278,ša-ak,0.2779
(f)na-pir2-a-su,[si]-ia-an-ku-uk,0.3061,ša-at-ki-me,0.3029,sah-ri,0.2875,(d)in-šu-uš]-na-ak,0.2742,si-it-me,0.2602
